PointName,TimeStamp,Status,Value
data:FromIoTWorX.Frequency Command CMD,20201015T16:24:50.405,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:24:05.424,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:24:20.084,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:24:35.261,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:24:50.411,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:25:05.640,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:25:20.760,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:25:35.932,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:25:51.087,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:25:05.645,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:25:20.772,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:25:35.933,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:25:51.091,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:25:05.642,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:25:20.762,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:25:35.932,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:25:51.088,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:25:05.644,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:25:20.764,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:25:35.932,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:25:51.090,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:25:05.648,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:25:20.775,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:25:35.934,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:25:51.092,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:26:05.755,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:26:20.977,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:26:36.206,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:26:51.485,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:26:05.764,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:26:20.979,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:26:36.210,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:26:51.490,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:26:05.756,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:26:20.978,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:26:36.209,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:26:51.486,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:26:05.762,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:26:20.978,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:26:36.210,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:26:51.488,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:26:05.766,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:26:20.980,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:26:36.211,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:26:51.498,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:27:06.147,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:27:21.286,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:27:36.414,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:27:51.584,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:27:06.154,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:27:21.289,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:27:36.422,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:27:51.590,2147483648,
